Id,Brand,Product_Name,Price,Category,Subcategory,Certificate1,Certificate2,Certification_Total,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Score_100
316,Penneys,Tshirt Regular Fit,6.36,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
317,Patagonia,Tshirt Slim Fit,73.97,Man,Tshirt,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99
318,Zara,Sweater Regular Fit,51.38,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
319,Zara,Jumper Asymmetric,57.30,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74
320,Patagonia,Sweater Asymmetric,130.78,Woman,Sweater,Fair Trade,NaN,0.2,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90
321,Zara,Sweater Asymmetric,21.76,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
322,H&M,Tshirt Regular Fit,7.00,Man,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
323,Zara,Jumper Oversized,30.44,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,4.8365,575.715,73.04,30.7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
324,Zara,Jumper Cropped,50.81,Woman,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
325,Patagonia,Tshirt Regular Fit,51.12,Woman,Tshirt,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
326,H&M,Jumper Cropped,32.15,Woman,Jumper,RWS,NaN,0.15,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,17.035,610.35,143,41.745,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80
327,H&M,Sweater Oversized,35.50,Woman,Sweater,NaN,NaN,0,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,7.5898,276.25,118.91,36.625,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,69
328,H&M,Jumper Asymmetric,15.30,Woman,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53
329,H&M,Sweater Cropped,16.87,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14.3425,758.825,152.775,43.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,65
330,Patagonia,Tshirt Ribbed,76.59,Man,Tshirt,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96
331,Zara,Sweater Ribbed,56.33,Man,Sweater,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
332,Zara,Sweater Slim Fit,36.48,Man,Sweater,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47
333,Zara,Jumper Textured,59.76,Woman,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.8546,1587.05,77.505,34.115,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46
334,Penneys,Jacket Oversized,20.39,Man,Jacket,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
335,Penneys,Tshirt Cropped,11.92,Man,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9.3515,61.55,118.02,34.835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,43
336,Zara,Sweater Regular Fit,52.65,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50
337,Zara,Jumper Ribbed,43.70,Man,Jumper,RWS,NaN,0.15,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,8.73,156.9,102.8,30.84,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86
338,Penneys,Jumper Slim Fit,8.65,Woman,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64
339,Patagonia,Tshirt Oversized,76.31,Woman,Tshirt,Fair Trade,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
340,Penneys,Tshirt Asymmetric,4.33,Woman,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,2.9038,1266.4,34.42,17.21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45
341,Patagonia,Tshirt Oversized,48.58,Woman,Tshirt,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,2.3374,625.1,27.095,12.235,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,95
342,Penneys,Jumper Textured,18.01,Woman,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
343,Zara,Jumper Textured,20.07,Man,Jumper,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
344,H&M,Jacket Ribbed,43.21,Woman,Jacket,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42
345,H&M,Sweater Slim Fit,15.28,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
346,H&M,Tshirt Asymmetric,10.79,Man,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,4.621,133.18,50.63,17.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,54
347,Patagonia,Jumper Ribbed,167.69,Woman,Jumper,Fair Trade,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
348,H&M,Sweater Ribbed,37.20,Woman,Sweater,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
349,Patagonia,Tshirt Slim Fit,77.41,Woman,Tshirt,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91
350,Zara,Jacket Textured,84.33,Man,Jacket,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40
351,Patagonia,Jumper Asymmetric,154.12,Man,Jumper,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
352,H&M,Tshirt Ribbed,7.56,Man,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
353,Patagonia,Jacket Slim Fit,325.82,Man,Jacket,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86
354,Patagonia,Sweater Ribbed,166.87,Man,Sweater,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
355,H&M,Jumper Cropped,32.41,Woman,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
356,Zara,Tshirt Cropped,17.74,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
357,Patagonia,Sweater Asymmetric,159.22,Woman,Sweater,Fair Trade,NaN,0.2,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61
358,Zara,Tshirt Cropped,18.98,Woman,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,7.4525,1600.25,81.975,37.925,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39
359,Patagonia,Jumper Cropped,194.08,Man,Jumper,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,6.5185,105.36,70.67,22.716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,100
360,Penneys,Sweater Regular Fit,15.79,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,6.284,41.76,64.48,21.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75
361,Zara,Tshirt Asymmetric,21.25,Woman,Tshirt,GRS,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,4.5975,302.15,56.675,18.95,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,68
362,H&M,Jumper Oversized,25.07,Man,Jumper,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
363,Patagonia,Sweater Oversized,103.03,Man,Sweater,Fair Trade,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
364,H&M,Jumper Ribbed,22.51,Man,Jumper,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67
365,Zara,Jacket Ribbed,113.07,Man,Jacket,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,7.4875,1157.23,91.205,37.875,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50
366,Penneys,Jacket Ribbed,38.42,Woman,Jacket,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
367,Zara,Tshirt Ribbed,10.66,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6.1345,151.05,80.4,25.485,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,64
368,H&M,Jumper Oversized,27.22,Man,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5034,871.17,84.97,29.75,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,47
369,Penneys,Tshirt Oversized,3.25,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6.3635,293.95,78.18,31.515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,49
370,Zara,Jumper Oversized,46.06,Woman,Jumper,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
371,Zara,Sweater Regular Fit,52.20,Man,Sweater,GRS,NaN,0.2,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68
372,Penneys,Jumper Slim Fit,13.14,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
373,Penneys,Sweater Textured,9.84,Woman,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.7946,767.34,93.8,33.355,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
374,Zara,Jumper Regular Fit,50.62,Woman,Jumper,RWS,NaN,0.15,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
375,Penneys,Sweater Slim Fit,14.88,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81
376,Patagonia,Sweater Regular Fit,145.03,Woman,Sweater,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
377,Penneys,Jumper Textured,23.29,Woman,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
378,Patagonia,Sweater Oversized,139.08,Man,Sweater,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,13.036,1101.3,145.21,44.594,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,84
379,H&M,Jacket Regular Fit,41.41,Woman,Jacket,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53
380,Patagonia,Jumper Oversized,229.36,Woman,Jumper,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
381,H&M,Tshirt Slim Fit,9.10,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48
382,Patagonia,Jacket Slim Fit,218.68,Man,Jacket,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
383,Penneys,Tshirt Oversized,9.81,Woman,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39
384,Zara,Sweater Oversized,25.16,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
385,H&M,Sweater Oversized,26.40,Man,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.7425,2423.445,55,37.94,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44
386,Zara,Jumper Cropped,36.14,Woman,Jumper,GRS,NaN,0.2,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,13.505,764.25,153.95,43.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85
387,H&M,Sweater Textured,31.26,Woman,Sweater,RWS,NaN,0.15,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,7.5928,856.8,109.04,35.32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92
388,H&M,Tshirt Textured,6.74,Man,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
389,Zara,Jumper Textured,47.43,Woman,Jumper,RWS,NaN,0.15,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75
390,Zara,Jacket Cropped,111.89,Woman,Jacket,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40
391,Zara,Sweater Cropped,40.93,Woman,Sweater,RWS,NaN,0.15,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,6.576,2626.1,59.67,40.445,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88
392,Patagonia,Sweater Ribbed,100.41,Woman,Sweater,Fair Trade,NaN,0.2,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,13.5768,1335.5,107.47,36.404,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,83
393,H&M,Sweater Textured,20.78,Man,Sweater,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70
394,Penneys,Sweater Cropped,19.51,Man,Sweater,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61
395,H&M,Jumper Textured,31.18,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,10.2286,1147.05,112.46,35.316,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,75
396,Patagonia,Jacket Slim Fit,182.52,Man,Jacket,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.008,38.81,97.62,29.405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,85
397,H&M,Jumper Asymmetric,25.40,Man,Jumper,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
398,Zara,Jacket Slim Fit,49.03,Man,Jacket,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52
399,Zara,Sweater Regular Fit,40.92,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87
400,Patagonia,Jumper Cropped,223.97,Woman,Jumper,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
401,Patagonia,Jacket Cropped,158.04,Man,Jacket,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89
402,Zara,Jacket Slim Fit,105.37,Woman,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
403,Patagonia,Jacket Oversized,147.30,Man,Jacket,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87
404,H&M,Tshirt Cropped,14.06,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
405,H&M,Jumper Cropped,26.36,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,10.423,519.75,109.16,31.269,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,79
406,Penneys,Sweater Regular Fit,16.87,Woman,Sweater,NaN,NaN,0,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,16.0945,677.2,151.39,43.996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61
407,Penneys,Jumper Ribbed,10.05,Man,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81
408,Penneys,Tshirt Cropped,6.73,Woman,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53
409,Patagonia,Tshirt Regular Fit,68.13,Man,Tshirt,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2.7812,1346.3,33.02,16.51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68
410,H&M,Jacket Textured,58.03,Man,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,6.8995,125.46,104.7,35.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70
411,Penneys,Sweater Slim Fit,21.68,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
412,Penneys,Sweater Textured,20.53,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
413,Penneys,Jumper Textured,19.05,Woman,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
414,H&M,Sweater Regular Fit,27.01,Man,Sweater,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
415,H&M,Jacket Ribbed,27.92,Woman,Jacket,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
416,Penneys,Sweater Ribbed,22.27,Man,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,4.0975,656.715,55,24.78,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
417,H&M,Jumper Textured,31.18,Man,Jumper,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
418,Patagonia,Jacket Slim Fit,340.04,Man,Jacket,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
419,Patagonia,Jumper Textured,205.69,Man,Jumper,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,5.355,107.4,71.3,23.875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
420,H&M,Jumper Ribbed,33.38,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
421,Zara,Sweater Asymmetric,33.22,Woman,Sweater,GRS,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68
422,Patagonia,Sweater Asymmetric,217.60,Man,Sweater,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
