Id,Product_Name,Price,Material,Percentage_Material,Certification1,Certification2,Shop_Name,Category,Subcategory,Origin,Care_Instruction
430,Jacket Textured,€ 213.02,Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,China,Machine wash 30°C
431,Tshirt Textured,€ 17.72,Recycled Polyester,100,GRS,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
432,Jacket Slim Fit,€ 309.09,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Thailand,Machine wash 30°C
433,Sweater Textured,€ 121.61,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,China,Machine wash 30°C
434,Tshirt Regular Fit,€ 13.95,Viscose,100,N/A,N/A,H&M,Woman,Tshirt,India,Machine wash 30°C
435,Jumper Ribbed,€ 28.83,Elastane,100,Oeko-Tex 100,N/A,Zara,Man,Jumper,Vietnam,Machine wash 30°C
436,Sweater Textured,€ 16.68,Recycled Acrylic,59.1,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
436,Sweater Textured,€ 16.68,Elastane,25.5,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
436,Sweater Textured,€ 16.68,Cashmere,15.4,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Vietnam,Hand wash
437,Sweater Regular Fit,€ 16.75,Recycled Acrylic,100,GRS,N/A,H&M,Woman,Sweater,Portugal,Machine wash 30°C
438,Sweater Cropped,€ 32.65,Recycled Cashmere,100,RWS,N/A,Zara,Man,Sweater,Turkey,Hand wash
439,Sweater Cropped,€ 153.92,Recycled Acrylic,100,Fair Trade,N/A,Patagonia,Man,Sweater,Thailand,Machine wash 30°C
440,Tshirt Ribbed,€ 64.05,Organic Cotton,63.5,Fair Trade,N/A,Patagonia,Woman,Tshirt,India,Machine wash 30°C
440,Tshirt Ribbed,€ 64.05,Organic Cotton,36.5,Fair Trade,N/A,Patagonia,Woman,Tshirt,India,Machine wash 30°C
441,Tshirt Asymmetric,€ 17.74,Cotton,39.3,N/A,N/A,H&M,Woman,Tshirt,Italy,Machine wash 30°C
441,Tshirt Asymmetric,€ 17.74,Recycled Polyester,60.7,N/A,N/A,H&M,Woman,Tshirt,Italy,Machine wash 30°C
442,Jumper Oversized,€ 158.87,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Jumper,Turkey,Machine wash 30°C
443,Tshirt Textured,€ 5.15,Recycled Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Cambodia,Machine wash 30°C
444,Jumper Textured,€ 49.28,Cotton,100,N/A,N/A,Zara,Man,Jumper,China,Machine wash 30°C
445,Sweater Ribbed,€ 8.73,Recycled Polyester,91.1,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Machine wash 30°C
445,Sweater Ribbed,€ 8.73,Cotton,0.9,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Machine wash 30°C
445,Sweater Ribbed,€ 8.73,Organic Cotton,7.9,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Machine wash 30°C
446,Tshirt Textured,€ 9.86,Recycled Cotton,100,N/A,N/A,H&M,Man,Tshirt,India,Machine wash 30°C
447,Sweater Regular Fit,€ 198.00,Recycled Cashmere,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Cambodia,Hand wash
448,Sweater Slim Fit,€ 21.48,Cashmere,2.3,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
448,Sweater Slim Fit,€ 21.48,Recycled Cashmere,2.1,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
448,Sweater Slim Fit,€ 21.48,Merino Wool,95.6,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
449,Jumper Ribbed,€ 11.18,Recycled Polyester,100,N/A,N/A,Penneys,Man,Jumper,Bangladesh,Machine wash 30°C
450,Tshirt Slim Fit,€ 9.08,Lyocell,100,N/A,N/A,Penneys,Man,Tshirt,Vietnam,Machine wash 30°C
451,Jumper Asymmetric,€ 18.20,Wool,100,Oeko-Tex 100,N/A,H&M,Woman,Jumper,Turkey,Hand wash
452,Jumper Oversized,€ 38.06,Merino Wool,62,Oeko-Tex 100,N/A,H&M,Man,Jumper,China,Hand wash
452,Jumper Oversized,€ 38.06,Recycled Cashmere,32.8,Oeko-Tex 100,N/A,H&M,Man,Jumper,China,Hand wash
452,Jumper Oversized,€ 38.06,Cotton,5.2,Oeko-Tex 100,N/A,H&M,Man,Jumper,China,Hand wash
453,Jumper Ribbed,€ 224.55,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Turkey,Machine wash 30°C
454,Jacket Regular Fit,€ 32.72,Polyester,100,N/A,N/A,Penneys,Woman,Jacket,Italy,Machine wash 30°C
455,Jumper Regular Fit,€ 36.49,Cashmere,100,N/A,N/A,H&M,Man,Jumper,Turkey,Hand wash
456,Tshirt Asymmetric,€ 12.23,Lyocell,44.9,GRS,N/A,H&M,Woman,Tshirt,Cambodia,Machine wash 30°C
456,Tshirt Asymmetric,€ 12.23,Recycled Cotton,42.5,GRS,N/A,H&M,Woman,Tshirt,Cambodia,Machine wash 30°C
456,Tshirt Asymmetric,€ 12.23,Cotton,12.6,GRS,N/A,H&M,Woman,Tshirt,Cambodia,Machine wash 30°C
457,Jacket Cropped,€ 101.49,Nylon,100,N/A,N/A,Zara,Man,Jacket,Bangladesh,Machine wash 30°C
458,Tshirt Oversized,€ 21.97,Cotton,100,Oeko-Tex 100,N/A,Zara,Man,Tshirt,India,Machine wash 30°C
459,Jacket Textured,€ 36.30,Recycled Polyester,100,N/A,N/A,H&M,Man,Jacket,Italy,Machine wash 30°C
460,Sweater Cropped,€ 17.11,Recycled Cashmere,28,N/A,N/A,Penneys,Man,Sweater,India,Hand wash
460,Sweater Cropped,€ 17.11,Recycled Polyester,25,N/A,N/A,Penneys,Man,Sweater,India,Hand wash
460,Sweater Cropped,€ 17.11,Cotton,47,N/A,N/A,Penneys,Man,Sweater,India,Hand wash
461,Sweater Regular Fit,€ 42.20,Recycled Polyester,100,Oeko-Tex 100,N/A,Zara,Man,Sweater,India,Machine wash 30°C
462,Jacket Cropped,€ 95.94,Recycled Nylon,100,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Bangladesh,Machine wash 30°C
463,Jacket Textured,€ 40.42,Acrylic,100,N/A,N/A,Zara,Woman,Jacket,Turkey,Machine wash 30°C
464,Sweater Ribbed,€ 24.27,Elastane,66.2,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Italy,Machine wash 30°C
464,Sweater Ribbed,€ 24.27,Organic Cotton,3,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Italy,Machine wash 30°C
464,Sweater Ribbed,€ 24.27,Acrylic,30.8,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Italy,Machine wash 30°C
465,Jacket Slim Fit,€ 40.86,Acrylic,100,Oeko-Tex 100,N/A,Zara,Man,Jacket,Vietnam,Machine wash 30°C
466,Tshirt Oversized,€ 14.79,Recycled Polyester,100,GRS,N/A,Zara,Woman,Tshirt,Turkey,Machine wash 30°C
467,Jacket Regular Fit,€ 166.07,Wool,27.1,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Bangladesh,Hand wash
467,Jacket Regular Fit,€ 166.07,Acrylic,19.3,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Bangladesh,Hand wash
467,Jacket Regular Fit,€ 166.07,Cotton,53.6,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Bangladesh,Hand wash
468,Jumper Regular Fit,€ 24.37,Acrylic,100,N/A,N/A,Penneys,Man,Jumper,Italy,Machine wash 30°C
469,Jacket Regular Fit,€ 48.52,Polyester,100,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Cambodia,Machine wash 30°C
470,Jacket Slim Fit,€ 31.90,Wool,81.1,N/A,N/A,Penneys,Woman,Jacket,Portugal,Hand wash
470,Jacket Slim Fit,€ 31.90,Recycled Nylon,13.4,N/A,N/A,Penneys,Woman,Jacket,Portugal,Hand wash
470,Jacket Slim Fit,€ 31.90,Acrylic,5.5,N/A,N/A,Penneys,Woman,Jacket,Portugal,Hand wash
471,Jacket Asymmetric,€ 39.18,Recycled Polyester,100,GRS,N/A,H&M,Man,Jacket,Vietnam,Machine wash 30°C
472,Tshirt Textured,€ 10.49,Viscose,100,N/A,N/A,Penneys,Woman,Tshirt,India,Machine wash 30°C
473,Jumper Slim Fit,€ 22.85,Recycled Cashmere,100,N/A,N/A,H&M,Woman,Jumper,India,Hand wash
474,Jumper Textured,€ 29.68,Recycled Cashmere,100,GRS,N/A,Zara,Man,Jumper,Vietnam,Hand wash
475,Tshirt Asymmetric,€ 28.40,Elastane,97.5,GRS,N/A,Zara,Man,Tshirt,China,Machine wash 30°C
475,Tshirt Asymmetric,€ 28.40,Recycled Cotton,2.5,GRS,N/A,Zara,Man,Tshirt,China,Machine wash 30°C
476,Jacket Ribbed,€ 44.53,Acrylic,100,N/A,N/A,Penneys,Man,Jacket,Italy,Machine wash 30°C
477,Tshirt Regular Fit,€ 25.99,Viscose,100,N/A,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
478,Jacket Asymmetric,€ 95.86,Polyester,100,Oeko-Tex 100,N/A,Zara,Man,Jacket,Portugal,Machine wash 30°C
479,Sweater Oversized,€ 30.32,Recycled Cashmere,100,N/A,N/A,H&M,Man,Sweater,Turkey,Hand wash
480,Sweater Ribbed,€ 16.48,Recycled Acrylic,19.3,N/A,N/A,Penneys,Woman,Sweater,Italy,Machine wash 30°C
480,Sweater Ribbed,€ 16.48,Recycled Polyester,61.8,N/A,N/A,Penneys,Woman,Sweater,Italy,Machine wash 30°C
480,Sweater Ribbed,€ 16.48,Acrylic,18.8,N/A,N/A,Penneys,Woman,Sweater,Italy,Machine wash 30°C
481,Jumper Regular Fit,€ 119.67,Organic Cotton,32.3,Fair Trade,N/A,Patagonia,Woman,Jumper,Bangladesh,Machine wash 30°C
481,Jumper Regular Fit,€ 119.67,Recycled Polyester,67.7,Fair Trade,N/A,Patagonia,Woman,Jumper,Bangladesh,Machine wash 30°C
482,Jumper Cropped,€ 58.37,Recycled Polyester,43.7,N/A,N/A,Zara,Woman,Jumper,Thailand,Machine wash 30°C
482,Jumper Cropped,€ 58.37,Cotton,56.3,N/A,N/A,Zara,Woman,Jumper,Thailand,Machine wash 30°C
483,Jacket Oversized,€ 22.53,Recycled Polyester,100,N/A,N/A,Penneys,Woman,Jacket,Italy,Machine wash 30°C
484,Jumper Cropped,€ 21.36,Recycled Acrylic,43.2,N/A,N/A,H&M,Woman,Jumper,Thailand,Machine wash 30°C
484,Jumper Cropped,€ 21.36,Elastane,7.4,N/A,N/A,H&M,Woman,Jumper,Thailand,Machine wash 30°C
484,Jumper Cropped,€ 21.36,Acrylic,49.4,N/A,N/A,H&M,Woman,Jumper,Thailand,Machine wash 30°C
485,Tshirt Oversized,€ 74.03,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Cambodia,Machine wash 30°C
486,Jacket Asymmetric,€ 207.65,Recycled Polyester,100,Fair Trade,N/A,Patagonia,Man,Jacket,Thailand,Machine wash 30°C
487,Jacket Textured,€ 33.37,Nylon,100,N/A,N/A,Penneys,Man,Jacket,Bangladesh,Machine wash 30°C
488,Sweater Oversized,€ 46.12,Cotton,100,BCI Cotton,N/A,Zara,Man,Sweater,Italy,Machine wash 30°C
489,Jacket Ribbed,€ 162.29,Wool,89.1,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Turkey,Hand wash
489,Jacket Ribbed,€ 162.29,Cotton,8.2,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Turkey,Hand wash
489,Jacket Ribbed,€ 162.29,Polyester,2.7,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Turkey,Hand wash
490,Tshirt Asymmetric,€ 37.87,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Cambodia,Machine wash 30°C
491,Tshirt Oversized,€ 14.27,Polyester,100,Oeko-Tex 100,N/A,H&M,Woman,Tshirt,Italy,Machine wash 30°C
492,Jumper Regular Fit,€ 53.54,Recycled Acrylic,100,GRS,N/A,Zara,Woman,Jumper,China,Machine wash 30°C
493,Jacket Ribbed,€ 44.09,Wool,100,N/A,N/A,Penneys,Woman,Jacket,Thailand,Hand wash
494,Sweater Oversized,€ 172.25,Recycled Acrylic,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Bangladesh,Machine wash 30°C
495,Sweater Asymmetric,€ 20.00,Organic Cotton,100,N/A,N/A,Zara,Woman,Sweater,Portugal,Machine wash 30°C
496,Jacket Oversized,€ 122.10,Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,India,Machine wash 30°C
497,Jumper Slim Fit,€ 23.00,Recycled Polyester,100,N/A,N/A,Penneys,Man,Jumper,Italy,Machine wash 30°C
498,Jumper Oversized,€ 111.88,Acrylic,47.5,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Cambodia,Machine wash 30°C
498,Jumper Oversized,€ 111.88,Organic Cotton,8.2,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Cambodia,Machine wash 30°C
498,Jumper Oversized,€ 111.88,Elastane,44.3,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Cambodia,Machine wash 30°C
499,Jumper Ribbed,€ 22.24,Elastane,100,N/A,N/A,H&M,Man,Jumper,Thailand,Machine wash 30°C
500,Tshirt Ribbed,€ 3.45,Recycled Polyester,71.5,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
500,Tshirt Ribbed,€ 3.45,Organic Cotton,4.6,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
500,Tshirt Ribbed,€ 3.45,Viscose,23.9,N/A,N/A,Penneys,Woman,Tshirt,Turkey,Machine wash 30°C
501,Tshirt Ribbed,€ 39.06,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Thailand,Machine wash 30°C
502,Sweater Slim Fit,€ 204.54,Cashmere,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Portugal,Hand wash
503,Tshirt Regular Fit,€ 56.16,Organic Cotton,98.8,Fair Trade,N/A,Patagonia,Woman,Tshirt,India,Machine wash 30°C
503,Tshirt Regular Fit,€ 56.16,Recycled Polyester,1.2,Fair Trade,N/A,Patagonia,Woman,Tshirt,India,Machine wash 30°C
504,Jacket Ribbed,€ 289.65,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Vietnam,Machine wash 30°C
505,Jacket Slim Fit,€ 94.52,Wool,100,N/A,N/A,Zara,Man,Jacket,Portugal,Hand wash
506,Sweater Slim Fit,€ 30.96,Merino Wool,83.6,RWS,N/A,H&M,Woman,Sweater,Portugal,Hand wash
506,Sweater Slim Fit,€ 30.96,Recycled Cashmere,16.4,RWS,N/A,H&M,Woman,Sweater,Portugal,Hand wash
507,Jumper Cropped,€ 21.90,Wool,9.5,Oeko-Tex 100,N/A,H&M,Woman,Jumper,Italy,Hand wash
507,Jumper Cropped,€ 21.90,Cotton,90.5,Oeko-Tex 100,N/A,H&M,Woman,Jumper,Italy,Hand wash
508,Tshirt Ribbed,€ 4.42,Cotton,32.1,N/A,N/A,Penneys,Woman,Tshirt,Portugal,Machine wash 30°C
508,Tshirt Ribbed,€ 4.42,Recycled Cotton,67.9,N/A,N/A,Penneys,Woman,Tshirt,Portugal,Machine wash 30°C
509,Tshirt Ribbed,€ 19.76,Elastane,40.4,N/A,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
509,Tshirt Ribbed,€ 19.76,Viscose,49.5,N/A,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
509,Tshirt Ribbed,€ 19.76,Organic Cotton,10.1,N/A,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
510,Sweater Textured,€ 120.21,Organic Cotton,6.1,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Thailand,Hand wash
510,Sweater Textured,€ 120.21,Cotton,43,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Thailand,Hand wash
510,Sweater Textured,€ 120.21,Recycled Cashmere,50.9,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Thailand,Hand wash
511,Sweater Textured,€ 15.96,Cotton,100,N/A,N/A,Penneys,Woman,Sweater,Bangladesh,Machine wash 30°C
512,Sweater Regular Fit,€ 14.24,Cashmere,100,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Hand wash
513,Sweater Cropped,€ 30.50,Organic Cotton,100,Oeko-Tex 100,N/A,H&M,Man,Sweater,Bangladesh,Machine wash 30°C
514,Jumper Regular Fit,€ 142.47,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Jumper,Portugal,Machine wash 30°C
515,Jumper Ribbed,€ 36.84,Merino Wool,100,N/A,N/A,H&M,Woman,Jumper,Bangladesh,Hand wash
516,Jacket Regular Fit,€ 263.51,Acrylic,100,Fair Trade,N/A,Patagonia,Man,Jacket,China,Machine wash 30°C
517,Jumper Textured,€ 27.29,Recycled Acrylic,89.7,GRS,N/A,H&M,Woman,Jumper,Thailand,Machine wash 30°C
517,Jumper Textured,€ 27.29,Organic Cotton,10.3,GRS,N/A,H&M,Woman,Jumper,Thailand,Machine wash 30°C
518,Tshirt Cropped,€ 8.55,Polyester,23.7,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
518,Tshirt Cropped,€ 8.55,Recycled Polyester,76.3,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
519,Tshirt Textured,€ 8.47,Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,Vietnam,Machine wash 30°C
520,Tshirt Cropped,€ 63.74,Organic Cotton,8.3,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
520,Tshirt Cropped,€ 63.74,Lyocell,53,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
520,Tshirt Cropped,€ 63.74,Recycled Polyester,38.8,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
521,Jumper Regular Fit,€ 24.97,Recycled Acrylic,16.7,N/A,N/A,Penneys,Man,Jumper,Portugal,Machine wash 30°C
521,Jumper Regular Fit,€ 24.97,Recycled Polyester,41.4,N/A,N/A,Penneys,Man,Jumper,Portugal,Machine wash 30°C
521,Jumper Regular Fit,€ 24.97,Organic Cotton,41.9,N/A,N/A,Penneys,Man,Jumper,Portugal,Machine wash 30°C
522,Jumper Regular Fit,€ 17.28,Recycled Acrylic,3.5,N/A,N/A,Penneys,Man,Jumper,Cambodia,Machine wash 30°C
522,Jumper Regular Fit,€ 17.28,Cotton,74.1,N/A,N/A,Penneys,Man,Jumper,Cambodia,Machine wash 30°C
522,Jumper Regular Fit,€ 17.28,Organic Cotton,22.4,N/A,N/A,Penneys,Man,Jumper,Cambodia,Machine wash 30°C
523,Tshirt Textured,€ 36.56,Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,China,Machine wash 30°C
524,Jumper Cropped,€ 32.60,Elastane,100,Oeko-Tex 100,N/A,Zara,Man,Jumper,Cambodia,Machine wash 30°C
525,Tshirt Slim Fit,€ 10.33,Polyester,100,N/A,N/A,H&M,Woman,Tshirt,India,Machine wash 30°C
526,Tshirt Regular Fit,€ 6.60,Recycled Cotton,39.8,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
526,Tshirt Regular Fit,€ 6.60,Polyester,8.8,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
526,Tshirt Regular Fit,€ 6.60,Viscose,51.4,N/A,N/A,Penneys,Woman,Tshirt,Bangladesh,Machine wash 30°C
527,Sweater Asymmetric,€ 33.27,Recycled Acrylic,17.2,Oeko-Tex 100,N/A,H&M,Man,Sweater,Bangladesh,Machine wash 30°C
527,Sweater Asymmetric,€ 33.27,Recycled Polyester,0.4,Oeko-Tex 100,N/A,H&M,Man,Sweater,Bangladesh,Machine wash 30°C
527,Sweater Asymmetric,€ 33.27,Organic Cotton,82.4,Oeko-Tex 100,N/A,H&M,Man,Sweater,Bangladesh,Machine wash 30°C
528,Tshirt Textured,€ 25.55,Cotton,100,N/A,N/A,Zara,Man,Tshirt,China,Machine wash 30°C
529,Sweater Regular Fit,€ 47.91,Recycled Polyester,100,Oeko-Tex 100,N/A,Zara,Woman,Sweater,China,Machine wash 30°C
530,Jacket Oversized,€ 102.91,Recycled Nylon,100,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Turkey,Machine wash 30°C
531,Sweater Asymmetric,€ 159.78,Organic Cotton,2.8,Fair Trade,Bluesign,Patagonia,Man,Sweater,Turkey,Hand wash
531,Sweater Asymmetric,€ 159.78,Recycled Cashmere,11.1,Fair Trade,Bluesign,Patagonia,Man,Sweater,Turkey,Hand wash
531,Sweater Asymmetric,€ 159.78,Cotton,86.2,Fair Trade,Bluesign,Patagonia,Man,Sweater,Turkey,Hand wash
532,Jumper Ribbed,€ 22.87,Elastane,100,N/A,N/A,Zara,Man,Jumper,Portugal,Machine wash 30°C
533,Jacket Oversized,€ 200.11,Polyester,100,Fair Trade,N/A,Patagonia,Man,Jacket,Portugal,Machine wash 30°C
534,Sweater Regular Fit,€ 52.86,Recycled Cashmere,100,N/A,N/A,Zara,Man,Sweater,Turkey,Hand wash
535,Jumper Cropped,€ 20.38,Elastane,77.9,N/A,N/A,Penneys,Woman,Jumper,Bangladesh,Hand wash
535,Jumper Cropped,€ 20.38,Cashmere,22.1,N/A,N/A,Penneys,Woman,Jumper,Bangladesh,Hand wash
536,Tshirt Oversized,€ 9.24,Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,India,Machine wash 30°C
537,Jumper Textured,€ 17.15,Acrylic,100,N/A,N/A,Penneys,Woman,Jumper,Cambodia,Machine wash 30°C
538,Jumper Textured,€ 204.81,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Italy,Machine wash 30°C
539,Tshirt Oversized,€ 14.01,Cotton,100,N/A,N/A,Zara,Man,Tshirt,China,Machine wash 30°C
540,Sweater Cropped,€ 9.83,Recycled Polyester,100,N/A,N/A,Penneys,Man,Sweater,Italy,Machine wash 30°C
541,Sweater Slim Fit,€ 36.67,Cotton,100,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Turkey,Machine wash 30°C
542,Jumper Regular Fit,€ 22.62,Recycled Acrylic,62.7,N/A,N/A,H&M,Man,Jumper,Italy,Machine wash 30°C
542,Jumper Regular Fit,€ 22.62,Elastane,37.3,N/A,N/A,H&M,Man,Jumper,Italy,Machine wash 30°C
543,Jumper Regular Fit,€ 12.69,Organic Cotton,46.5,N/A,N/A,Penneys,Woman,Jumper,India,Machine wash 30°C
543,Jumper Regular Fit,€ 12.69,Acrylic,53.5,N/A,N/A,Penneys,Woman,Jumper,India,Machine wash 30°C
544,Jumper Oversized,€ 55.89,Recycled Polyester,44.4,RWS,N/A,Zara,Woman,Jumper,Bangladesh,Hand wash
544,Jumper Oversized,€ 55.89,Recycled Cashmere,55.6,RWS,N/A,Zara,Woman,Jumper,Bangladesh,Hand wash
545,Sweater Slim Fit,€ 17.22,Recycled Cashmere,100,N/A,N/A,Penneys,Woman,Sweater,Turkey,Hand wash
546,Sweater Textured,€ 48.21,Elastane,50.1,N/A,N/A,Zara,Woman,Sweater,Italy,Hand wash
546,Sweater Textured,€ 48.21,Cashmere,49.9,N/A,N/A,Zara,Woman,Sweater,Italy,Hand wash
547,Jumper Oversized,€ 35.99,Recycled Polyester,11.4,BCI Cotton,N/A,H&M,Woman,Jumper,China,Machine wash 30°C
547,Jumper Oversized,€ 35.99,Acrylic,81.5,BCI Cotton,N/A,H&M,Woman,Jumper,China,Machine wash 30°C
547,Jumper Oversized,€ 35.99,Cotton,7.1,BCI Cotton,N/A,H&M,Woman,Jumper,China,Machine wash 30°C
548,Jumper Cropped,€ 11.19,Elastane,100,N/A,N/A,Penneys,Woman,Jumper,Turkey,Machine wash 30°C
549,Jumper Regular Fit,€ 11.95,Cotton,100,N/A,N/A,Penneys,Woman,Jumper,Portugal,Machine wash 30°C
550,Jacket Textured,€ 91.97,Recycled Polyester,100,N/A,N/A,Zara,Woman,Jacket,Italy,Machine wash 30°C
551,Tshirt Slim Fit,€ 25.29,Polyester,57.8,N/A,N/A,Zara,Woman,Tshirt,India,Machine wash 30°C
551,Tshirt Slim Fit,€ 25.29,Lyocell,42.2,N/A,N/A,Zara,Woman,Tshirt,India,Machine wash 30°C
552,Jacket Cropped,€ 89.36,Recycled Nylon,79.7,GRS,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
552,Jacket Cropped,€ 89.36,Polyester,15.8,GRS,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
552,Jacket Cropped,€ 89.36,Acrylic,4.5,GRS,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
553,Jacket Regular Fit,€ 43.17,Recycled Nylon,100,N/A,N/A,Penneys,Woman,Jacket,Cambodia,Machine wash 30°C
554,Jumper Regular Fit,€ 28.45,Wool,100,N/A,N/A,H&M,Woman,Jumper,Cambodia,Hand wash
555,Jacket Oversized,€ 297.95,Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Thailand,Machine wash 30°C
556,Jumper Slim Fit,€ 35.75,Cashmere,9.7,N/A,N/A,H&M,Man,Jumper,Bangladesh,Hand wash
556,Jumper Slim Fit,€ 35.75,Organic Cotton,90.3,N/A,N/A,H&M,Man,Jumper,Bangladesh,Hand wash
557,Sweater Slim Fit,€ 103.74,Acrylic,90,Fair Trade,Bluesign,Patagonia,Man,Sweater,Vietnam,Machine wash 30°C
557,Sweater Slim Fit,€ 103.74,Recycled Acrylic,10,Fair Trade,Bluesign,Patagonia,Man,Sweater,Vietnam,Machine wash 30°C
558,Tshirt Asymmetric,€ 12.28,Lyocell,100,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Portugal,Machine wash 30°C
559,Jacket Asymmetric,€ 296.70,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Turkey,Machine wash 30°C
560,Jacket Oversized,€ 42.02,Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Jacket,India,Machine wash 30°C
561,Sweater Asymmetric,€ 26.47,Recycled Cashmere,6.4,N/A,N/A,H&M,Man,Sweater,Cambodia,Hand wash
561,Sweater Asymmetric,€ 26.47,Elastane,88.1,N/A,N/A,H&M,Man,Sweater,Cambodia,Hand wash
561,Sweater Asymmetric,€ 26.47,Cotton,5.5,N/A,N/A,H&M,Man,Sweater,Cambodia,Hand wash
562,Tshirt Regular Fit,€ 62.00,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Cambodia,Machine wash 30°C
563,Tshirt Textured,€ 16.98,Recycled Polyester,100,N/A,N/A,Zara,Woman,Tshirt,China,Machine wash 30°C
564,Tshirt Asymmetric,€ 11.25,Recycled Cotton,100,GRS,N/A,H&M,Woman,Tshirt,Turkey,Machine wash 30°C
565,Tshirt Cropped,€ 9.49,Organic Cotton,56.8,N/A,N/A,H&M,Man,Tshirt,Italy,Machine wash 30°C
565,Tshirt Cropped,€ 9.49,Recycled Cotton,40.4,N/A,N/A,H&M,Man,Tshirt,Italy,Machine wash 30°C
565,Tshirt Cropped,€ 9.49,Polyester,2.8,N/A,N/A,H&M,Man,Tshirt,Italy,Machine wash 30°C
566,Sweater Regular Fit,€ 15.03,Merino Wool,100,N/A,N/A,Penneys,Woman,Sweater,Vietnam,Hand wash
567,Jacket Textured,€ 62.88,Nylon,100,N/A,N/A,H&M,Man,Jacket,Italy,Machine wash 30°C
