Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
774,Patagonia,Jacket Asymmetric,€ 233.80,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,233.8
775,Zara,Jacket Oversized,€ 75.05,Woman,Jacket,Recycled Polyester,12.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,75.05
775,Zara,Jacket Oversized,€ 75.05,Woman,Jacket,Nylon,11.2,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,75.05
775,Zara,Jacket Oversized,€ 75.05,Woman,Jacket,Recycled Nylon,76.5,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,75.05
776,Patagonia,Jumper Regular Fit,€ 131.08,Woman,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,131.08
777,Patagonia,Tshirt Cropped,€ 53.72,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,53.72
778,Penneys,Sweater Oversized,€ 19.51,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.51
779,Penneys,Jacket Asymmetric,€ 33.53,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,33.53
780,Penneys,Sweater Cropped,€ 8.79,Man,Sweater,Wool,32.1,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,8.79
780,Penneys,Sweater Cropped,€ 8.79,Man,Sweater,Cotton,67.9,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,8.79
781,Patagonia,Tshirt Asymmetric,€ 70.17,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,70.17
782,H&M,Jumper Oversized,€ 18.93,Man,Jumper,Merino Wool,56.6,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,18.93
782,H&M,Jumper Oversized,€ 18.93,Man,Jumper,Cashmere,16.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,18.93
782,H&M,Jumper Oversized,€ 18.93,Man,Jumper,Recycled Acrylic,27.4,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,18.93
783,Zara,Tshirt Cropped,€ 14.04,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,14.04
784,Zara,Tshirt Oversized,€ 17.45,Man,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,17.45
785,Patagonia,Jumper Ribbed,€ 220.27,Man,Jumper,Wool,42.6,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,220.27
785,Patagonia,Jumper Ribbed,€ 220.27,Man,Jumper,Cotton,48.1,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,220.27
785,Patagonia,Jumper Ribbed,€ 220.27,Man,Jumper,Cashmere,9.4,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,220.27
786,H&M,Tshirt Oversized,€ 9.72,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Oeko-Tex 100,0.1,,0.0,9.72
787,H&M,Sweater Slim Fit,€ 25.05,Man,Sweater,Acrylic,36.2,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,25.05
787,H&M,Sweater Slim Fit,€ 25.05,Man,Sweater,Organic Cotton,63.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,25.05
788,Patagonia,Jacket Textured,€ 167.18,Man,Jacket,Cotton,46.8,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,167.18
788,Patagonia,Jacket Textured,€ 167.18,Man,Jacket,Recycled Polyester,22.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,167.18
788,Patagonia,Jacket Textured,€ 167.18,Man,Jacket,Nylon,30.9,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,167.18
789,Penneys,Jacket Textured,€ 36.57,Woman,Jacket,Recycled Polyester,47.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,36.57
789,Penneys,Jacket Textured,€ 36.57,Woman,Jacket,Polyester,17.8,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,36.57
789,Penneys,Jacket Textured,€ 36.57,Woman,Jacket,Acrylic,34.8,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,36.57
790,Penneys,Sweater Cropped,€ 18.81,Woman,Sweater,Recycled Cashmere,36.6,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,18.81
790,Penneys,Sweater Cropped,€ 18.81,Woman,Sweater,Acrylic,61.3,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,18.81
790,Penneys,Sweater Cropped,€ 18.81,Woman,Sweater,Recycled Polyester,2.1,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,18.81
791,H&M,Tshirt Cropped,€ 10.59,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,10.59
792,H&M,Jacket Oversized,€ 79.06,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,79.06
793,Patagonia,Jumper Asymmetric,€ 149.18,Woman,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,,0.0,149.18
794,Patagonia,Tshirt Asymmetric,€ 37.80,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,37.8
795,Patagonia,Jacket Cropped,€ 180.65,Man,Jacket,Wool,59.9,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,180.65
795,Patagonia,Jacket Cropped,€ 180.65,Man,Jacket,Recycled Nylon,36.9,5.0,20.0,70.0,18.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,180.65
795,Patagonia,Jacket Cropped,€ 180.65,Man,Jacket,Recycled Polyester,3.2,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,180.65
796,Zara,Jacket Textured,€ 76.62,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,76.62
797,H&M,Jacket Asymmetric,€ 31.65,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,31.65
798,Penneys,Sweater Oversized,€ 16.26,Woman,Sweater,Wool,44.3,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,16.26
798,Penneys,Sweater Oversized,€ 16.26,Woman,Sweater,Acrylic,54.3,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,16.26
798,Penneys,Sweater Oversized,€ 16.26,Woman,Sweater,Organic Cotton,1.4,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,16.26
799,Zara,Jumper Cropped,€ 49.59,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,49.59
800,Patagonia,Sweater Regular Fit,€ 167.86,Man,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,167.86
801,Zara,Jacket Cropped,€ 75.99,Man,Jacket,Polyester,9.7,9.5,50.0,120.0,35.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,75.99
801,Zara,Jacket Cropped,€ 75.99,Man,Jacket,Acrylic,49.1,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,75.99
801,Zara,Jacket Cropped,€ 75.99,Man,Jacket,Wool,41.2,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,75.99
802,Zara,Jacket Oversized,€ 83.28,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,83.28
803,H&M,Sweater Regular Fit,€ 31.13,Woman,Sweater,Elastane,46.5,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,31.13
803,H&M,Sweater Regular Fit,€ 31.13,Woman,Sweater,Organic Cotton,53.5,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,31.13
804,Patagonia,Tshirt Asymmetric,€ 64.62,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,64.62
805,Patagonia,Tshirt Cropped,€ 59.01,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,59.01
806,H&M,Sweater Slim Fit,€ 19.51,Woman,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.51
807,H&M,Jumper Oversized,€ 18.60,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,18.6
808,Penneys,Jumper Asymmetric,€ 20.13,Man,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,,0.0,,0.0,20.13
809,Patagonia,Sweater Oversized,€ 156.33,Woman,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,156.33
810,Patagonia,Jacket Asymmetric,€ 181.94,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,181.94
811,Patagonia,Jumper Asymmetric,€ 140.37,Woman,Jumper,Acrylic,41.1,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,140.37
811,Patagonia,Jumper Asymmetric,€ 140.37,Woman,Jumper,Recycled Polyester,58.9,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,140.37
812,Zara,Jumper Oversized,€ 41.62,Woman,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,GRS,0.2,,0.0,41.62
813,H&M,Tshirt Cropped,€ 11.97,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,11.97
814,Penneys,Jacket Oversized,€ 40.27,Woman,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,40.27
815,H&M,Sweater Asymmetric,€ 24.88,Woman,Sweater,Recycled Polyester,47.1,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,24.88
815,H&M,Sweater Asymmetric,€ 24.88,Woman,Sweater,Recycled Cashmere,22.5,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,24.88
815,H&M,Sweater Asymmetric,€ 24.88,Woman,Sweater,Recycled Acrylic,30.4,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,24.88
816,Penneys,Jacket Oversized,€ 22.38,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,22.38
817,Penneys,Tshirt Textured,€ 4.20,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,4.2
818,Zara,Jacket Regular Fit,€ 111.62,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Oeko-Tex 100,0.1,,0.0,111.62
819,H&M,Jacket Textured,€ 31.79,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,31.79
820,H&M,Jacket Oversized,€ 76.49,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,76.49
821,Zara,Tshirt Cropped,€ 22.27,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,22.27
822,Penneys,Jacket Textured,€ 36.21,Woman,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,36.21
823,Patagonia,Tshirt Cropped,€ 47.48,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,47.48
824,Zara,Tshirt Ribbed,€ 15.19,Woman,Tshirt,Polyester,80.7,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.19
824,Zara,Tshirt Ribbed,€ 15.19,Woman,Tshirt,Lyocell,2.2,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.19
824,Zara,Tshirt Ribbed,€ 15.19,Woman,Tshirt,Viscose,17.1,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.19
825,Penneys,Jacket Asymmetric,€ 43.14,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,43.14
826,Penneys,Tshirt Textured,€ 7.66,Man,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,7.66
827,Zara,Tshirt Oversized,€ 28.37,Man,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,28.37
828,H&M,Jumper Textured,€ 25.60,Woman,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,25.6
829,H&M,Tshirt Slim Fit,€ 11.48,Woman,Tshirt,Organic Cotton,35.6,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,11.48
829,H&M,Tshirt Slim Fit,€ 11.48,Woman,Tshirt,Polyester,64.4,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,11.48
830,Penneys,Tshirt Cropped,€ 6.00,Woman,Tshirt,Organic Cotton,45.1,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.0
830,Penneys,Tshirt Cropped,€ 6.00,Woman,Tshirt,Viscose,47.8,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.0
830,Penneys,Tshirt Cropped,€ 6.00,Woman,Tshirt,Polyester,7.1,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,6.0
831,H&M,Tshirt Asymmetric,€ 18.75,Man,Tshirt,Recycled Cotton,43.8,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,18.75
831,H&M,Tshirt Asymmetric,€ 18.75,Man,Tshirt,Cotton,56.2,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,18.75
832,H&M,Sweater Regular Fit,€ 30.65,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,30.65
833,Patagonia,Jacket Asymmetric,€ 261.98,Man,Jacket,Recycled Nylon,47.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,261.98
833,Patagonia,Jacket Asymmetric,€ 261.98,Man,Jacket,Cotton,53.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,261.98
834,Patagonia,Tshirt Oversized,€ 64.29,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,64.29
835,H&M,Tshirt Regular Fit,€ 16.84,Woman,Tshirt,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,16.84
836,Patagonia,Jacket Ribbed,€ 175.93,Woman,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,175.93
837,Penneys,Sweater Regular Fit,€ 23.05,Woman,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,23.05
838,Penneys,Sweater Oversized,€ 24.49,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,24.49
839,H&M,Jacket Oversized,€ 35.75,Woman,Jacket,Recycled Polyester,53.7,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,35.75
839,H&M,Jacket Oversized,€ 35.75,Woman,Jacket,Wool,2.3,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,35.75
839,H&M,Jacket Oversized,€ 35.75,Woman,Jacket,Recycled Nylon,44.0,5.0,20.0,70.0,18.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,35.75
840,Penneys,Sweater Regular Fit,€ 13.09,Man,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,13.09
841,Patagonia,Jumper Asymmetric,€ 195.82,Woman,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,195.82
842,Penneys,Jacket Ribbed,€ 27.01,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,27.01
843,H&M,Tshirt Ribbed,€ 9.36,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,9.36
844,Penneys,Jumper Ribbed,€ 23.05,Woman,Jumper,Cashmere,37.5,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,23.05
844,Penneys,Jumper Ribbed,€ 23.05,Woman,Jumper,Recycled Cashmere,62.5,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,23.05
845,H&M,Jumper Cropped,€ 21.54,Woman,Jumper,Recycled Polyester,5.5,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,21.54
845,H&M,Jumper Cropped,€ 21.54,Woman,Jumper,Merino Wool,94.5,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,21.54
846,Zara,Sweater Slim Fit,€ 29.61,Man,Sweater,Merino Wool,25.1,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,29.61
846,Zara,Sweater Slim Fit,€ 29.61,Man,Sweater,Elastane,31.6,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,29.61
846,Zara,Sweater Slim Fit,€ 29.61,Man,Sweater,Cashmere,43.3,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,29.61
847,Zara,Jumper Regular Fit,€ 35.13,Man,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,RWS,0.15,,0.0,35.13
848,Zara,Sweater Cropped,€ 25.94,Woman,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,25.94
849,Zara,Tshirt Cropped,€ 19.41,Woman,Tshirt,Viscose,100.0,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,19.41
850,Patagonia,Jumper Oversized,€ 206.87,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,206.87
851,H&M,Jumper Ribbed,€ 37.37,Man,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,37.37
852,Patagonia,Jumper Cropped,€ 156.12,Woman,Jumper,Cotton,44.5,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,156.12
852,Patagonia,Jumper Cropped,€ 156.12,Woman,Jumper,Organic Cotton,5.9,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,156.12
852,Patagonia,Jumper Cropped,€ 156.12,Woman,Jumper,Recycled Acrylic,49.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,156.12
853,H&M,Jacket Regular Fit,€ 59.16,Man,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,59.16
854,Patagonia,Sweater Oversized,€ 157.36,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,157.36
